RANK,FULL_NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
536,Thomas Bryant,Lal,C,20,15,4.8,10,15.8,0.074,9,0.556,11,0.636,10,0.1,0.405,0.441,1.5,1.1,12.5,0.4,11.4,0.07,0.13,0.13,7.3,99.6,102.5
537,Thon Maker,Mil,PF,20,74,16.7,34.9,14.6,0.11,93,0.699,212,0.467,104,0.298,0.46,0.499,4.8,3,10.6,0.6,5.2,0.51,0.72,0.59,4.9,103.6,100.4
538,Tim Frazier,Was,PG,27,59,14.2,29.6,12.8,0.235,30,0.767,116,0.44,56,0.304,0.445,0.475,3,1.9,7.8,3.3,31.1,0.8,0.12,0.97,7.5,105.3,98.8
539,Tim Hardaway Jr.,Nyk,SG,25,57,33.1,68.9,23.8,0.09,179,0.816,446,0.516,410,0.317,0.496,0.533,17.5,3.9,6.6,2.7,12.7,1.11,0.18,1.61,6.9,106.3,108.6
540,Tim Quarterman,Hou,SG,23,3,4.2,8.8,20.4,0.34,2,1,1,1,2,0,0.333,0.515,1.3,1,13.3,0.3,10.9,0,0,0.67,7,77.9,100.6
541,Timofey Mozgov,Bro,C,31,31,11.6,24.2,16.8,0.237,30,0.767,75,0.64,18,0.222,0.581,0.617,4.2,3.2,14.5,0.4,4.7,0.16,0.42,1.06,6,102.9,102.2
542,Timothe Luwawu-Cabarrot,Phi,SF,22,52,15.5,32.3,17.5,0.115,58,0.793,109,0.431,158,0.335,0.474,0.511,5.8,1.4,4.8,1,9.3,0.23,0.1,0.73,5.2,101,99.6
543,TJ Leaf,Ind,PF,20,53,8.7,18.1,14.9,0.065,16,0.625,94,0.489,42,0.429,0.537,0.545,2.9,1.5,10.1,0.2,2.8,0.09,0.08,0.19,4.4,112.9,103.2
544,TJ Warren,Pho,SF,24,65,33,68.6,25,0.067,255,0.757,973,0.523,90,0.222,0.507,0.541,19.6,5.1,8.3,1.3,7.2,1,0.63,1.31,6.1,108.8,110.1
545,Tobias Harris,Det,PF,25,48,32.6,67.9,23.2,0.062,136,0.846,433,0.478,276,0.409,0.531,0.564,18.1,5.1,8.6,2,9.9,0.71,0.31,1.06,7,113,105
546,Tobias Harris,Lac,PF,25,32,34.5,71.9,23.5,0.088,80,0.8,343,0.501,169,0.414,0.541,0.565,19.3,6,9.5,3.1,14.3,1.16,0.63,1.66,8.2,111.1,105.9
547,Tomas Satoransky,Was,SG,26,73,22.5,46.9,13.7,0.163,96,0.781,283,0.544,101,0.465,0.585,0.615,7.2,3.2,8,3.9,24.8,0.7,0.21,1.14,8,124.5,104.9
548,Tony Allen,Nor,SG,36,22,12.4,25.8,18.9,0.159,21,0.524,79,0.506,12,0.333,0.505,0.514,4.7,2.1,9.3,0.4,4.6,0.5,0.14,0.86,5.1,95.2,93.9
549,Tony Bradley,Uta,C,20,9,3.2,6.7,18.4,0,2,1,10,0.3,1,0,0.273,0.337,0.9,1.2,21.5,0.1,5,0,0,0,6,,
550,Tony Parker,San,PG,35,55,19.5,40.6,20.5,0.139,78,0.705,351,0.479,37,0.27,0.472,0.498,7.7,1.7,4.9,3.5,28.2,0.51,0.02,1.24,7.3,102.7,104.9
551,Tony Snell,Mil,SF,26,75,27.4,57,10.6,0.075,48,0.792,157,0.49,268,0.403,0.562,0.578,6.9,1.9,4,1.3,6.5,0.63,0.37,0.48,3.8,113.4,111
552,Torrey Craig,Den,SG,27,39,16.7,34.7,11.6,0.116,35,0.629,79,0.57,58,0.293,0.515,0.535,4.2,3.3,11,0.6,5.2,0.31,0.38,0.51,4.9,111,104.6
553,Travis Wear,Lal,SF,27,17,13.4,27.9,15.2,0.074,8,1,25,0.32,47,0.362,0.465,0.497,4.4,2.2,8.9,0.4,4.2,0.24,0.29,0.35,4.7,98.3,97.8
554,Treveon Graham,Cha,SG,24,63,16.7,34.7,11.3,0.099,59,0.695,124,0.452,97,0.412,0.525,0.553,4.3,1.9,6.2,0.9,7.8,0.52,0.03,0.43,4.7,114.6,101.4
555,Trevor Ariza,Hou,SF,32,67,33.9,70.6,14.5,0.071,89,0.854,189,0.519,462,0.368,0.542,0.567,11.7,4.4,7.3,1.6,6.8,1.46,0.19,0.79,5.1,113.8,102.9
557,Trevor Booker,Phi,PF,30,33,15,31.2,12.6,0.137,39,0.821,102,0.578,7,0.286,0.569,0.618,4.7,3.7,13.3,0.8,7.6,0.48,0.33,0.61,6.4,124.1,98.1
558,Trevor Booker,Ind,PF,30,17,15.8,33,16.2,0.092,11,0.909,70,0.514,14,0.214,0.482,0.512,5.4,4.5,16.1,1,9,0.24,0.29,0.53,7.3,114.9,101.6
559,Trey Burke,Nyk,PG,25,36,21.8,45.4,25.2,0.095,57,0.649,279,0.556,105,0.362,0.552,0.563,12.8,2,5,4.7,36.4,0.67,0.11,1.19,9.1,117,110.9
560,Trey Lyles,Den,PF,22,73,19.1,39.7,21.1,0.09,145,0.697,332,0.563,218,0.381,0.566,0.59,9.9,4.8,14,1.2,10.1,0.41,0.47,0.84,8.1,115.9,104.2
561,Trey McKinney-Jones,Ind,SG,27,1,1.2,2.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
562,Tristan Thompson,Cle,C,26,53,20.2,42.1,12.6,0.118,79,0.544,235,0.562,0,0,0.562,0.569,5.8,6.6,18.4,0.6,4.3,0.3,0.32,0.68,5.6,121.5,103.4
563,Troy Daniels,Pho,SG,26,79,20.5,42.8,17.2,0.085,64,0.875,117,0.419,458,0.4,0.563,0.583,8.9,1.6,4.2,0.6,4.5,0.33,0.06,0.71,4,109.5,110.1
564,Troy Williams,Hou,SF,23,4,4.3,8.9,29.4,0.088,3,0.333,4,0.5,5,0,0.222,0.242,1.3,1,13.3,0.3,8.6,0.25,0,0.25,6.8,59.2,94.2
565,Troy Williams,Nyk,SF,23,17,17.1,35.6,19.5,0.139,27,0.704,67,0.567,33,0.333,0.545,0.572,7.5,3.5,11.3,0.9,7.7,1.12,0.24,1.06,6.7,108.7,100.5
566,Tyler Cavanaugh,Atl,PF,23,39,13.3,27.7,14.8,0.08,21,0.81,63,0.556,89,0.36,0.546,0.567,4.7,3.3,13.7,0.7,7.8,0.23,0.1,0.36,6.7,119.1,101.5
567,Tyler Dorsey,Atl,SG,21,56,17.4,36.2,20.1,0.083,63,0.714,183,0.393,200,0.36,0.47,0.493,7.2,2.3,7.4,1.4,12.5,0.3,0.09,0.66,6.6,100.1,108.6
568,Tyler Ennis,Lal,PG,23,54,12.7,26.4,17.1,0.138,29,0.759,168,0.476,56,0.25,0.451,0.473,4.1,1.8,7.4,1.9,21.9,0.56,0.19,0.7,7.6,101,100.1
569,Tyler Johnson,Mia,SG,25,72,28.5,59.4,18.6,0.095,129,0.822,387,0.491,324,0.367,0.518,0.549,11.7,3.4,6.8,2.3,12.4,0.83,0.47,1.13,6.3,108.9,103.7
570,Tyler Lydon,Den,PF,21,1,2.2,4.6,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
571,Tyler Ulis,Pho,PG,22,71,23.4,48.7,18.5,0.176,101,0.832,405,0.425,146,0.288,0.426,0.465,7.8,1.8,4.1,4.4,27.9,0.99,0.1,1.79,6.8,96.3,110.1
572,Tyler Zeller,Bro,C,28,42,16.7,34.8,17.9,0.121,60,0.667,203,0.567,26,0.385,0.568,0.587,7.1,4.6,14.7,0.7,6.5,0.19,0.5,0.83,6.8,113.3,102
573,Tyler Zeller,Mil,C,28,24,16.9,35.2,14,0.096,19,0.895,103,0.602,2,0,0.59,0.622,5.9,4.6,16,0.8,7,0.29,0.54,0.5,6.6,130.6,101.6
574,Tyreke Evans,Mem,SF,28,52,30.9,64.4,28.4,0.115,209,0.785,523,0.482,286,0.399,0.523,0.561,19.4,5.1,9.5,5.2,31.2,1.1,0.33,2.25,10.4,111.5,108.7
575,Tyrone Wallace,Lac,SG,23,30,28.4,59.1,16.6,0.141,78,0.782,207,0.483,40,0.25,0.466,0.517,9.7,3.5,6.8,2.4,11.8,0.9,0.43,1.53,6.1,102.3,104.2
576,Tyson Chandler,Pho,C,35,46,25,52.1,10.6,0.205,94,0.617,187,0.647,0,0,0.647,0.657,6.5,9.1,19.4,1.2,6.6,0.35,0.59,1.28,6.6,122.3,104.5
577,Tyus Jones,Min,PG,21,82,17.9,37.3,12.7,0.14,81,0.877,199,0.528,129,0.349,0.526,0.572,5.1,1.6,5.2,2.8,21.2,1.16,0.06,0.72,6.3,119.3,105.6
578,Udonis Haslem,Mia,PF,37,14,5.1,10.7,11.2,0.112,2,0.5,7,0.286,8,0.125,0.233,0.252,0.6,0.7,7.8,0.4,9.2,0,0.14,0.14,4.3,71.6,109.4
579,Vander Blue,Lal,G,25,5,9,18.7,8.4,0.338,2,0.5,3,0.333,2,0,0.2,0.255,0.6,0.2,1.2,0.6,8.2,0.2,0,0.6,1.8,51.8,110.7
580,Victor Oladipo,Ind,SG,25,75,34,70.9,30.1,0.127,368,0.799,908,0.528,434,0.371,0.537,0.577,23.1,5.2,8.6,4.3,21.2,2.35,0.76,2.92,9.4,109.7,102.3
581,Vince Carter,Sac,SG,41,58,17.7,36.9,14.7,0.107,37,0.757,118,0.483,165,0.345,0.504,0.523,5.4,2.6,8.2,1.2,9.7,0.72,0.45,0.62,5.8,103.7,104.5
582,Vincent Hunter,Mem,SF,23,4,1.9,3.9,36.4,0.167,0,0,5,0.6,0,0,0.6,0.6,1.5,0.8,23.5,0,0,0,0.25,0.25,0,,
583,Wade Baldwin IV,Por,PG,21,7,11.5,24,16,0.136,10,0.6,16,0.625,5,0.8,0.762,0.748,5.4,1.1,5.4,0.7,9.7,0.29,0.14,0.57,5.6,131.5,95.4
584,Walter Lemon Jr.,Nor,PG,25,5,7,14.6,26.3,0.188,3,0.667,15,0.4,1,1,0.469,0.491,3.4,0.4,3.1,1,21,0,0.2,0.8,6.3,88,101.4
585,Wayne Ellington,Mia,SG,30,77,26.5,55.2,17.3,0.066,78,0.859,121,0.479,579,0.392,0.569,0.588,11.2,2.8,6,1,5.9,0.69,0.1,0.68,4.8,113.7,107.2
586,Wayne Selden,Mem,G,23,35,19.8,41.2,22.7,0.155,59,0.746,147,0.456,122,0.402,0.522,0.551,9.3,1.6,4.7,1.9,16,0.51,0.14,1.54,6.2,101.7,108.8
587,Wes Iwundu,Orl,SG,23,62,16.5,34.3,11.6,0.112,47,0.723,172,0.488,46,0.196,0.447,0.48,3.7,2.2,7.4,0.9,7.8,0.53,0.19,0.48,4.7,100.4,106.6
588,Wesley Johnson,Lac,SF,30,74,20.1,41.8,13,0.123,58,0.741,191,0.471,177,0.339,0.489,0.512,5.4,2.9,8,0.8,5.6,1.03,0.84,0.74,4.6,99.5,102.2
589,Wesley Matthews,Dal,SG,31,63,33.8,70.5,17.6,0.101,101,0.822,295,0.441,402,0.381,0.516,0.541,12.7,3.1,5.2,2.7,12.3,1.21,0.25,1.32,5.6,105.1,106.9
590,Will Barton,Den,SG,27,81,33.1,69,20.7,0.117,226,0.805,606,0.51,422,0.37,0.528,0.562,15.7,5,8.6,4.1,18.5,1.01,0.64,1.85,8.3,113.1,107.8
591,Willie Cauley-Stein,Sac,C,24,73,28,58.3,21.8,0.11,247,0.619,760,0.507,12,0.25,0.505,0.529,12.8,7,14.2,2.4,13.7,1.05,0.92,1.49,8.6,106.6,103.3
592,Willie Reed,Lac,PF,27,39,10.7,22.4,16.8,0.116,55,0.582,118,0.669,2,0.5,0.671,0.669,4.9,3.1,15.7,0.2,3.3,0.23,0.56,0.49,5.4,124.8,98.6
593,Willie Reed,Det,PF,27,3,3.1,6.5,4.8,0,0,0,1,1,0,0,1,1,0.7,0.3,5.9,0.3,15.3,0,0,0,5.1,,
594,Willy Hernangomez,Nyk,C,23,26,9,18.6,22.4,0.218,28,0.429,76,0.632,5,0.2,0.611,0.595,4.3,2.6,16,0.8,14.3,0.31,0.27,1,9.2,102.3,97.4
595,Willy Hernangomez,Cha,C,23,22,11.9,24.8,19.8,0.067,62,0.758,77,0.494,7,0.571,0.524,0.607,6.1,5.3,24,0.5,7.1,0.45,0.41,0.36,8.5,132.1,94.2
596,Wilson Chandler,Den,SF,30,74,31.7,66.1,14.3,0.119,114,0.772,385,0.501,246,0.358,0.515,0.542,10,5.4,9.5,2.1,9.4,0.58,0.53,1.24,6.1,110.2,108.1
597,Xavier Munford,Mil,PG,25,6,3.5,7.2,19.3,0.225,2,0.5,4,0.25,2,0,0.167,0.218,0.5,0.2,2.8,0.7,24.9,0.17,0,0.33,4.7,,
598,Xavier Rathan-Mayes,Mem,SG,23,5,23.6,49.1,21.7,0.193,9,0.444,28,0.393,14,0.071,0.298,0.315,5.8,1,2.5,3.6,23.1,1.2,0.6,2.2,4.7,67.8,99.5
599,Xavier Silas,Bos,G,30,2,3.8,7.8,17.9,0,0,0,1,0,2,0,0,0,0,1,14.6,0,0,0.5,0,0,0,,
600,Yogi Ferrell,Dal,PG,24,82,27.8,58,17,0.091,103,0.796,372,0.476,359,0.373,0.517,0.54,10.2,3,6.1,2.5,13.5,0.78,0.11,0.95,6.1,106.9,106.8
601,Zach Collins,Por,C,20,66,15.8,33,15.4,0.161,42,0.643,177,0.452,113,0.31,0.457,0.473,4.4,3.3,11.5,0.8,7.1,0.26,0.47,0.89,5.7,92.6,96.1
602,Zach LaVine,Chi,SG,22,24,27.3,57,29.5,0.097,107,0.813,232,0.405,123,0.341,0.442,0.499,16.7,4,7.8,3,18.6,1,0.17,1.79,8.6,99.2,105.1
603,Zach Randolph,Sac,PF,36,59,25.6,53.2,27.6,0.125,107,0.785,616,0.503,147,0.347,0.507,0.529,14.5,6.7,15,2.2,14.9,0.71,0.17,1.97,9.3,101.6,105
604,Zaza Pachulia,Gol,C,33,69,14.1,29.3,17,0.194,93,0.806,262,0.569,1,0,0.567,0.614,5.4,4.7,18.5,1.6,15.2,0.55,0.25,1.06,9.8,117.6,95.6
605,Zhou Qi,Hou,PF,22,18,6.9,14.4,16.8,0.212,12,0.667,13,0.308,19,0.105,0.219,0.295,1.2,1.2,10,0.1,2.1,0.11,0.78,0.56,3,60.8,98.2
